trans_x_mm	trans_y_mm	trans_z_mm	rot_x_degrees	rot_y_degrees	rot_z_degrees	trans_x_mm_dt	trans_y_mm_dt	trans_z_mm_dt	rot_x_degrees_dt	rot_y_degrees_dt	rot_z_degrees_dt	framewise_displacement
0.0	0.0	0.0	0.0	0.0	0.0	0.008638	-0.027941	-0.042428	0.045502	-0.008145	0.004332	0.0
0.0	0.007206	0.0	0.0	0.0	0.0	0.008688	-0.020759	-0.043333	0.045289	-0.008441	0.003963	0.007206
0.0	0.036839	0.019718	0.022403	0.0	0.0	0.008738	0.008851	-0.024521	0.067479	-0.008738	0.003594	0.068901
0.0	0.03347	0.035324	0.009167	0.0	0.0	0.008788	0.005458	-0.00982	0.05403	-0.009034	0.003225	0.030526
0.0	0.078036	0.050885	0.004813	0.0	0.0	0.008838	0.05	0.004836	0.049463	-0.009331	0.002856	0.063927
4e-06	0.086922	0.06589	0.043487	0.0	0.0	0.008892	0.058863	0.018936	0.087925	-0.009627	0.002487	0.057644
0.0	0.050135	0.093998	0.00487	0.0	0.0	0.008939	0.022052	0.046138	0.049095	-0.009924	0.002118	0.098599
0.0	0.045208	0.069087	0.008308	0.0	0.0	0.008989	0.017102	0.020322	0.05232	-0.01022	0.00175	0.032838
-8e-06	0.038164	0.065978	0.010829	0.0	0.0	0.009031	0.010034	0.016308	0.054628	-0.010516	0.001381	0.012361
-6e-06	0.013197	0.115452	-0.031283	0.0	0.0	0.009083	-0.014957	0.064877	0.012303	-0.010813	0.001012	0.111193
1.1e-05	0.006547	0.082875	0.007792	0.0	0.0	0.00915	-0.02163	0.031394	0.051166	-0.011109	0.000643	0.073343
0.0	0.023389	0.081084	0.00487	0.0	0.0	0.009189	-0.004812	0.028698	0.048031	-0.011406	0.000274	0.021194
0.0	0.010774	0.103652	0.00487	0.0	0.0	0.009239	-0.017451	0.050361	0.047818	-0.011702	-9.5e-05	0.035183
0.0	0.010174	0.112034	-0.007219	0.0	0.0	0.009289	-0.018074	0.057837	0.035516	-0.011999	-0.000464	0.019532
-8e-06	0.049505	0.097731	0.011402	0.0	0.0	0.009332	0.021233	0.042629	0.053924	-0.012295	-0.000833	0.069892
0.0	0.043934	0.108745	0.012834	0.0	0.0	0.00939	0.015639	0.052738	0.055143	-0.012592	-0.001202	0.017843
-9e-06	0.03375	0.089903	0.010371	0.0	0.0	0.009431	0.005431	0.032991	0.052468	-0.012888	-0.001571	0.031184
0.0	0.044127	0.098549	-0.033289	0.0	0.0	0.00949	0.015784	0.040731	0.008595	-0.013184	-0.00194	0.057133
0.0	0.042028	0.099447	0.005157	0.0	0.0	0.00954	0.013662	0.040724	0.046828	-0.013481	-0.002309	0.036547
0.0	0.027352	0.087491	0.013522	0.0	0.0	0.00959	-0.001038	0.027863	0.05498	-0.013777	-0.002678	0.033932
3e-06	0.017222	0.088295	-0.006245	0.0	0.003839	0.009643	-0.011191	0.027762	0.035	-0.014074	0.000792	0.031537
0.0	0.031563	0.079359	0.006073	0.0	0.0	0.00969	0.003126	0.01792	0.047105	-0.01437	-0.003416	0.03738
