trans_x_mm	trans_y_mm	trans_z_mm	rot_x_degrees	rot_y_degrees	rot_z_degrees	trans_x_mm_dt	trans_y_mm_dt	trans_z_mm_dt	rot_x_degrees_dt	rot_y_degrees_dt	rot_z_degrees_dt	framewise_displacement
0.0	0.0	0.0	0.0	0.0	0.0	-0.018767	-0.120665	-0.177971	-0.007502	0.01566	-0.007589	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.018612	-0.120608	-0.178313	-0.007355	0.015693	-0.00749	0.0
0.004068	0.138553	0.021903	-0.014324	-0.004011	0.00785	-0.014389	0.018002	-0.156751	-0.021531	0.011715	0.000458	0.187375
0.005051	0.169881	0.066674	-0.019079	0.0	0.008422	-0.013251	0.049387	-0.112321	-0.026139	0.015759	0.001129	0.085231
0.010901	0.158133	0.091988	-0.020397	0.0	0.013636	-0.007246	0.037696	-0.087349	-0.02731	0.015792	0.006442	0.048612
0.007153	0.206702	0.108119	-0.022517	0.0	0.0	-0.010839	0.086323	-0.071559	-0.029282	0.015825	-0.007095	0.082198
0.007874	0.178633	0.13634	-0.016329	0.0	0.008766	-0.009963	0.058311	-0.043679	-0.022947	0.015858	0.00177	0.070061
0.007168	0.111578	0.138299	-0.031799	0.0	0.0	-0.010514	-0.008687	-0.042062	-0.038269	0.015891	-0.006897	0.09087
0.004732	0.110424	0.131718	-0.025669	0.0	0.0	-0.012795	-0.009784	-0.048984	-0.031992	0.015924	-0.006798	0.01552
0.006109	0.09227	0.151483	-0.022116	0.0	0.012834	-0.011263	-0.027881	-0.02956	-0.028291	0.015958	0.006135	0.053596
0.006943	0.06437	0.153313	-0.031799	0.0	0.0	-0.010275	-0.055724	-0.028072	-0.037827	0.015991	-0.0066	0.050214
0.008738	0.06498	0.137087	-0.035122	-0.00636	0.012834	-0.008325	-0.055057	-0.044639	-0.041003	0.009664	0.006333	0.038281
0.005098	0.118957	0.137023	-0.018277	-0.015355	0.011001	-0.01181	-0.001023	-0.045044	-0.02401	0.000702	0.004599	0.08183
0.00715	0.105852	0.148278	-0.027215	-0.005615	0.008079	-0.009603	-0.014071	-0.03413	-0.032801	0.010475	0.001776	0.045262
0.010993	0.11593	0.156197	-0.031398	0.0	0.002177	-0.005605	-0.003936	-0.026553	-0.036836	0.016123	-0.004027	0.035541
0.01072	0.160143	0.146064	-0.014439	-0.013178	0.000802	-0.005723	0.040334	-0.037027	-0.01973	0.002978	-0.005303	0.082118
0.007804	0.165518	0.156185	-0.01971	-0.01249	0.007964	-0.008484	0.045766	-0.027247	-0.024853	0.003699	0.001958	0.029862
0.008528	0.123206	0.173284	-0.01249	-0.008709	0.007907	-0.007605	0.003512	-0.01049	-0.017486	0.007513	0.002	0.069785
0.01165	0.119117	0.176194	-0.020397	0.0	-0.00149	-0.004328	-0.00052	-0.007921	-0.025245	0.016255	-0.007299	0.032822
0.009829	0.143908	0.176231	-0.01547	-0.019423	0.006417	-0.005994	0.024328	-0.008225	-0.020171	-0.003134	0.000707	0.054799
0.00755	0.121879	0.166131	-0.01249	-0.014209	0.005959	-0.008118	0.002356	-0.018667	-0.017044	0.002113	0.000348	0.041958
0.011163	0.099893	0.170156	-0.017017	-0.013121	0.006532	-0.00435	-0.019573	-0.014983	-0.021423	0.003234	0.00102	0.035024
0.011168	0.103679	0.166152	-0.017819	-0.01547	0.008021	-0.00419	-0.01573	-0.019328	-0.022078	0.000918	0.002608	0.011844
0.014982	0.105352	0.178429	-0.017647	-0.012261	0.014152	-0.000221	-0.014	-0.007393	-0.021758	0.00416	0.008838	0.026065
0.015299	0.090196	0.18723	-0.018048	-0.010829	0.002464	0.000251	-0.029099	0.001067	-0.022012	0.005625	-0.002751	0.036073
0.018351	0.128739	0.184058	-0.025726	-0.019366	0.014897	0.003458	0.009501	-0.002446	-0.029542	-0.002879	0.009781	0.069767
0.019835	0.155245	0.173725	-0.000745	-0.019309	0.00424	0.005097	0.036064	-0.013121	-0.004414	-0.002789	-0.000777	0.069473
0.017155	0.120623	0.183054	-0.009053	-0.012319	0.010657	0.002572	0.001499	-0.004133	-0.012574	0.004234	0.005739	0.065581
0.016593	0.112276	0.170764	-0.012261	-0.015355	0.001662	0.002165	-0.006791	-0.016764	-0.015635	0.001231	-0.003157	0.034498
0.014209	0.144891	0.165206	-0.011516	-0.018621	0.00487	-6.4e-05	0.025882	-0.022664	-0.014743	-0.002002	0.00015	0.046857
